DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4p16.3,4,3480486,NR,DOK7,,,ENSG00000175920,,,rs78649910-A,rs78649910,0,78649910,intron_variant,0,0.110004,4.00E-09,8.397940009,,0.018331,[0.012-0.024] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.2,4,69081878,NR,UGT2B7,,,ENSG00000171234,,,rs7699711-T,rs7699711,0,7699711,intergenic_variant,0,0.454848,7.00E-49,48.15490196,,0.02864,[0.025-0.032] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71311327,NR,SLC4A4,,,ENSG00000080493,,,rs529640451-C,rs529640451,0,529640451,intron_variant,0,0.997488,2.00E-17,16.69897,,0.232802,[0.18-0.29] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71620423,NR,SLC4A4 - GC,ENSG00000080493,ENSG00000145321,,48336,121273,rs528776789-A,rs528776789,0,528776789,intergenic_variant,1,0.993104,4.00E-31,30.39794001,,0.177644,[0.15-0.21] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71622308,NR,SLC4A4 - GC,ENSG00000080493,ENSG00000145321,,50221,119388,rs113938679-A,rs113938679,0,113938679,intergenic_variant,1,0.005873,6.00E-36,35.22184875,,0.183841,[0.16-0.21] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71622808,NR,SLC4A4 - GC,ENSG00000080493,ENSG00000145321,,50721,118888,rs564377207-G,rs564377207,0,564377207,intergenic_variant,1,0.995541,1.00E-21,21,,0.199047,[0.16-0.24] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71662848,NR,SLC4A4 - GC,ENSG00000080493,ENSG00000145321,,90761,78848,rs186897112-G,rs186897112,0,186897112,intergenic_variant,1,0.998019,4.00E-13,12.39794001,,0.247082,[0.18-0.31] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71674140,NR,SLC4A4 - GC,ENSG00000080493,ENSG00000145321,,102053,67556,rs557657187-G,rs557657187,0,557657187,intergenic_variant,1,0.99894,6.00E-16,15.22184875,,0.365446,[0.28-0.45] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71709300,NR,SLC4A4 - GC,ENSG00000080493,ENSG00000145321,,137213,32396,rs145432346-C,rs145432346,0,145432346,intergenic_variant,1,0.825873,7.00E-286,285.154902,,0.108617,[0.1-0.11] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71742398,NR,GC,,,ENSG00000145321,,,rs705117-T,rs705117,0,705117,intron_variant,0,0.849453,2.00E-36,35.69897,,0.034494,[0.029-0.04] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71749645,NR,GC,,,ENSG00000145321,,,rs11723621-G,rs11723621,0,11723621,intron_variant,0,0.291123,0.00E+00,1688.522879,,0.18693,[0.18-0.19] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71750901,NR,GC,,,ENSG00000145321,,,rs560384646-C,rs560384646,0,560384646,intron_variant,0,0.023835,7.00E-112,111.154902,,0.193328,[0.18-0.21] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71755178,NR,GC,,,ENSG00000145321,,,rs200641845-T,rs200641845,0,200641845,intron_variant,0,0.545188,7.00E-14,13.15490196,,0.017645,[0.013-0.022] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71760055,NR,GC,,,ENSG00000145321,,,rs565277381-T,rs565277381,0,565277381,intron_variant,0,0.998975,7.00E-11,10.15490196,,0.308457,[0.22-0.4] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71775033,NR,GC,,,ENSG00000145321,,,rs3775150-C,rs3775150,0,3775150,intron_variant,0,0.262221,4.00E-295,294.39794,,0.090838,[0.086-0.096] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71778043,NR,GC,,,ENSG00000145321,,,rs222026-T,rs222026,0,222026,intron_variant,0,0.870776,7.00E-68,67.15490196,,0.052159,[0.046-0.058] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,4q13.3,4,71839999,NR,GC - NPFFR2,ENSG00000145321,ENSG00000056291,,35958,191903,rs190688847-C,rs190688847,0,190688847,intergenic_variant,1,0.997836,1.00E-18,18,,0.290557,[0.23-0.36] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,1p36.32,1,2398222,NR,RER1,,,ENSG00000157916,,,rs6698680-G,rs6698680,0,6698680,intron_variant,0,0.464195,9.00E-10,9.045757491,,0.011928,[0.0081-0.0157] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
11/16/21,34226706,Barton AR,7/5/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/34226706,Whole-exome imputation within UK Biobank powers rare coding variant association and fine-mapping analyses.,Vitamin D levels,"418,691 European ancestry individuals",NA,1q21.3,1,152305146,,"FLG, CCDST",,,"ENSG00000143631, ENSG00000236427",,,rs150597413-?,rs150597413,0,150597413,stop_gained,0,NR,2.00E-11,10.69897,,0.114782,[0.081-0.148] unit increase,NR [9800000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90025967,Genome-wide genotyping array
11/16/21,34226706,Barton AR,7/5/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/34226706,Whole-exome imputation within UK Biobank powers rare coding variant association and fine-mapping analyses.,Vitamin D levels,"418,691 European ancestry individuals",NA,1q21.3,1,152307547,,"CCDST, FLG",,,"ENSG00000236427, ENSG00000143631",,,rs138726443-?,rs138726443,0,138726443,stop_gained,0,NR,2.00E-14,13.69897,,0.119252,[0.087-0.151] unit increase,NR [9800000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90025967,Genome-wide genotyping array
11/16/21,34226706,Barton AR,7/5/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/34226706,Whole-exome imputation within UK Biobank powers rare coding variant association and fine-mapping analyses.,Vitamin D levels,"418,691 European ancestry individuals",NA,2p24.1,2,21006020,,APOB,,,ENSG00000084674,,,rs982371659-?,rs982371659,0,982371659,frameshift_variant,0,NR,2.00E-08,7.698970004,,0.59588,[0.39-0.8] unit increase,NR [9800000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90025967,Genome-wide genotyping array
11/16/21,34226706,Barton AR,7/5/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/34226706,Whole-exome imputation within UK Biobank powers rare coding variant association and fine-mapping analyses.,Vitamin D levels,"418,691 European ancestry individuals",NA,3p21.2,3,51988821,,"ACY1, ABHD14A-ACY1",,,"ENSG00000243989, ENSG00000114786",,,rs121912698-?,rs121912698,0,121912698,missense_variant,0,NR,1.00E-08,8,,0.0985172,[0.064-0.133] unit increase,NR [9800000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90025967,Genome-wide genotyping array
11/16/21,34226706,Barton AR,7/5/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/34226706,Whole-exome imputation within UK Biobank powers rare coding variant association and fine-mapping analyses.,Vitamin D levels,"418,691 European ancestry individuals",NA,11p15.2,11,14892099,,CYP2R1,,,ENSG00000186104,,,rs202122669-?,rs202122669,0,202122669,missense_variant,0,NR,6.00E-33,32.22184875,,0.31296,[0.26-0.36] unit increase,NR [9800000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90025967,Genome-wide genotyping array
11/16/21,34226706,Barton AR,7/5/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/34226706,Whole-exome imputation within UK Biobank powers rare coding variant association and fine-mapping analyses.,Vitamin D levels,"418,691 European ancestry individuals",NA,12q23.1,12,95977989,,HAL,,,ENSG00000084110,,,rs150591434-?,rs150591434,0,150591434,missense_variant,0,NR,2.00E-14,13.69897,,0.222847,[0.16-0.28] unit increase,NR [9800000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90025967,Genome-wide genotyping array
11/16/21,34226706,Barton AR,7/5/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/34226706,Whole-exome imputation within UK Biobank powers rare coding variant association and fine-mapping analyses.,Vitamin D levels,"418,691 European ancestry individuals",NA,19p13.2,19,11832410,,ZNF440,,,ENSG00000171295,,,rs200705543-?,rs200705543,0,200705543,stop_gained,0,NR,7.00E-09,8.15490196,,0.0905358,[0.06-0.121] unit increase,NR [9800000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90025967,Genome-wide genotyping array
3/7/24,35121771,Choe EK,2/4/22,Sci Rep,www.ncbi.nlm.nih.gov/pubmed/35121771,"Leveraging deep phenotyping from health check-up cohort with 10,000 Korean individuals for phenome-wide association study of 136 traits.",Vitamin D3 levels,"4,640 Korean ancestry individuals",NA,4q13.3,4,71752058,,GC,,,ENSG00000145321,,,rs1352846-G,rs1352846,0,1352846,intron_variant,0,0.257814,4.00E-14,13.39794001,,1.33404,ng/mL increase,Affymetrix [6860342] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90104228,Genome-wide genotyping array
3/23/23,36811574,Parlato LA,12/23/22,Am J Clin Nutr,www.ncbi.nlm.nih.gov/pubmed/36811574,Genome-wide association study (GWAS) of circulating vitamin D outcomes among individuals of African ancestry.,25-Hydroxyvitamin D levels,"6,934 African American or Afro-Caribbean individuals",NA,4q13.3,4,71752606,,GC,,,ENSG00000145321,,,rs4588-T,rs4588,0,4588,missense_variant,0,0.08,2.00E-13,12.69897,,0.11,[0.09-0.13] unit decrease,NR [11947647] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90258655,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,,,,,,,,,,,chr4:93705030-ACTCT,chr4:93705030,0,,,1,0.951656,9.00E-06,5.045757491,,0.358538,[0.2-0.52] unit decrease,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,2q33.1,2,201230407,,CASP10 - CASP8,ENSG00000003400,ENSG00000064012,,979,3036,rs115353050-C,rs115353050,0,115353050,intergenic_variant,1,0.919718,7.00E-06,5.15490196,,0.297373,[0.17-0.43] unit decrease,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,1p34.1,1,45042634,,ZSWIM5,,,ENSG00000162415,,,rs12760109-G,rs12760109,0,12760109,intron_variant,0,0.742804,9.00E-06,5.045757491,,0.174377,[0.097-0.252] unit increase,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,4p14,4,37290685,,NWD2,,,ENSG00000174145,,,rs1369415-C,rs1369415,0,1369415,intron_variant,0,0.654125,5.00E-07,6.301029996,,0.18379,[0.11-0.26] unit decrease,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,3q22.1,3,132287217,,CPNE4 - ACP3,ENSG00000196353,ENSG00000014257,,1807,30152,rs1505828-A,rs1505828,0,1505828,intergenic_variant,1,0.92366,7.00E-06,5.15490196,,0.286623,[0.16-0.41] unit increase,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,6q16.1,6,94185912,,EPHA7 - MTCYBP36,ENSG00000135333,ENSG00000216853,,766225,260828,rs1639402-T,rs1639402,0,1639402,intergenic_variant,1,0.978055,7.00E-06,5.15490196,,0.498319,[0.28-0.72] unit increase,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,7p14.1,7,42361163,,GLI3 - LINC01448,ENSG00000106571,ENSG00000238284,,97063,300553,rs28542489-G,rs28542489,0,28542489,intergenic_variant,1,0.869243,8.00E-06,5.096910013,,0.236248,[0.13-0.34] unit decrease,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,20q13.32,20,59525807,,PIEZO1P1 - PHACTR3,ENSG00000233686,ENSG00000087495,,64970,51702,rs6100478-G,rs6100478,0,6100478,regulatory_region_variant,1,0.554085,2.00E-06,5.698970004,,0.161239,[0.095-0.227] unit increase,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,1q31.1,1,190143147,,BRINP3,,,ENSG00000162670,,,rs6678120-T,rs6678120,0,6678120,intron_variant,0,0.950119,6.00E-07,6.22184875,,0.355748,[0.22-0.5] unit decrease,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,9p24.3,9,1666808,,RNA5SP279 - SMARCA2,ENSG00000202383,ENSG00000080503,,332855,313482,rs72696536-A,rs72696536,0,72696536,intergenic_variant,1,0.984455,4.00E-06,5.397940009,,0.584403,[0.34-0.83] unit decrease,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,9q34.2,9,133640404,,DBH,,,ENSG00000123454,,,rs75537705-G,rs75537705,0,75537705,intron_variant,0,0.955785,9.00E-07,6.045757491,,0.405769,[0.24-0.57] unit increase,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,4p15.1,4,28487531,,IGBP1P5 - RN7SL101P,ENSG00000250858,ENSG00000243548,,901387,223667,rs7658333-T,rs7658333,0,7658333,intergenic_variant,1,0.965068,6.00E-06,5.22184875,,0.492652,[0.28-0.71] unit decrease,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,2p13.2,2,71800344,,DYSF - RPS20P10,ENSG00000135636,ENSG00000233971,,113581,183838,rs76585217-G,rs76585217,0,76585217,intergenic_variant,1,0.987408,3.00E-06,5.522878745,,0.689962,[0.4-0.98] unit increase,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/22/24,38990837,Francis M,7/11/24,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/38990837,"Gene-vegetarianism interactions in calcium, estimated glomerular filtration rate, and testosterone identified in genome-wide analysis across 30 biomarkers.",Vitamin D levels x vegetarianism interaction,"141,185 European ancestry individuals",NA,2q14.3,2,127749998,,WDR33,,,ENSG00000136709,,,rs77913838-A,rs77913838,0,77913838,intron_variant,0,0.961873,4.00E-06,5.397940009,,0.399873,[0.23-0.57] unit increase,NR [7934157] (imputed),N,"diet measurement, vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0008111, http://www.ebi.ac.uk/efo/EFO_0004631",GCST90161200,Genome-wide genotyping array
7/9/20,32047095,Traglia M,2/11/20,Genetics,www.ncbi.nlm.nih.gov/pubmed/32047095,Genetic Contributions to Maternal and Neonatal Vitamin D Levels.,Midgestational total 25-hydroxyvitamin D levels (maternal genetic effect),"269 European ancestry individuals, 323 Hispanic individuals, 115 East Asian ancestry individuals, 23 African American individuals, 23 South Asian ancestry individuals, 23 individuals",NA,12p12.1,12,21178615,SLCO1B1,SLCO1B1,,,ENSG00000134538,,,rs4149056-?,rs4149056,0,4149056,missense_variant,0,NR,3.00E-07,6.522878745,,0.58,[0.34-0.82] unit decrease,Affymetrix [629686],N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010171,Genome-wide genotyping array
